OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,X,Y,GEOCODESTATUS,SHAPE,PERMITID
2522,04092021816,HARRIS TEETER #430 - MEAT/SEAFOOD,885 WALNUT STREET,,CARY,NC,27511,(919) 481-4251,2014/10/15 00:00:00+00,2 - Food Stands,-78.76562102,35.77485801,M,,Not Provided
2523,04092021818,PUBLIX #1466 SEAFOOD,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014/10/28 00:00:00+00,2 - Food Stands,-78.84558557,35.79325258,M,,Not Provided
2524,04092021826,THE WOMANS CLUB KITCHEN,3300 WOMAN`S CLUB DR ,,RALEIGH,NC,27612,(919) 782-5599,2015/01/28 00:00:00+00,2 - Food Stands,-78.66476646,35.83066624,M,,Not Provided
2525,04092021819,PUBLIX #1466 PRODUCE,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014/10/28 00:00:00+00,2 - Food Stands,-78.84558557,35.79325258,M,,Not Provided
2526,04092021830,STARBUCKS AT HARRIS TEETER #319,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 00:00:00+00,2 - Food Stands,-78.67971246,35.85737049,M,,Not Provided
2527,04092021831,HARRIS TEETER #319 MEAT   SEAFOOD,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 00:00:00+00,2 - Food Stands,-78.67971246,35.85737049,M,,Not Provided
2528,04092021832,HARRIS TEETER #319 DELI,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 00:00:00+00,2 - Food Stands,-78.67971246,35.85737049,M,,Not Provided
2529,04092021833,HARRIS TEETER #319 PRODUCE,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015/02/13 00:00:00+00,2 - Food Stands,-78.67971246,35.85737049,M,,Not Provided
2530,04092021836,FOOD LION #727 DELI,900 NE MAYNARD RD ,,CARY,NC,27513,(919) 460-6274,2015/02/27 00:00:00+00,2 - Food Stands,-78.76838418,35.80043542,M,,Not Provided
2531,04092021844,COASTAL CREDIT WEST MAIN CONCESSION,3801 ROCK QUARRY  RD ,,RALEIGH,NC,27610,(727) 481-1436,2015/04/29 00:00:00+00,2 - Food Stands,-78.57884891,35.75018817,M,,Not Provided
2532,04092021846,FOOD LION #586 PRODUCE,3416 POOLE RD ,,RALEIGH,NC,27610,(919) 231-6202,2015/04/24 00:00:00+00,2 - Food Stands,-78.57953607,35.76724392,M,,Not Provided
2533,04092021845,COASTAL CREDIT EAST MAIN CONCESSION,3801 ROCK QUARRY RD ,,RALEIGH,NC,27601,(727) 481-1436,2015/04/29 00:00:00+00,2 - Food Stands,-78.57884891,35.75018817,M,,Not Provided
2534,04092021847,FOOD LION #2199 PRODUCE,12345 STRICKLAND RD ,,RALEIGH,NC,27613,(919) 846-3589,2015/04/29 00:00:00+00,2 - Food Stands,-78.70279728,35.90556515,M,,Not Provided
2535,04092021854,FOOD LION #536 PRODUCE,9101 LEESVILLE RD ,,RALEIGH,NC,27613,(919) 848-6082,2015/06/02 00:00:00+00,2 - Food Stands,-78.72548111,35.89676189,M,,Not Provided
2536,04092021860,LOWES FOODS #226 BEEF SHOP,8440 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 266-1031,2015/07/23 00:00:00+00,2 - Food Stands,-78.50931118,35.89359506,M,,Not Provided
2537,04092021861,"LOWES FOODS #185 MEAT, SEAFOOD, SAUSAGE",1845 AVERSBORO RD ,,GARNER,NC,27529,(919) 779-9907,2015/07/08 00:00:00+00,2 - Food Stands,-78.61583865,35.68506427,M,,Not Provided
2538,04092021864,FOOD LION #938 PRODUCE,517 N MAIN ST ,,HOLLY SPRINGS,NC,27540,(919) 557-1175,2015/07/29 00:00:00+00,2 - Food Stands,-78.83686967,35.65965929,M,,Not Provided
2539,04092021865,FOOD LION #434 PRODUCE,1338 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 552-1388,2015/08/04 00:00:00+00,2 - Food Stands,-78.77764161,35.59047463,M,,Not Provided
2540,04092021866,FOOD LION #1338 MEAT/SEAFOOD,620 LAURA DUNCAN RD ,,APEX,NC,27502,(919) 362-3904,2015/08/17 00:00:00+00,2 - Food Stands,-78.84201291,35.73510393,M,,Not Provided
2541,04092021867,FOOD LION #1374 PRODUCE,9525 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 676-0141,2015/08/25 00:00:00+00,2 - Food Stands,-78.65461063,35.89932731,M,,Not Provided
2542,04092021868,FOOD LION #1491 PRODUCE,3151-113 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 790-6728,2015/08/27 00:00:00+00,2 - Food Stands,-78.59044224,35.82314249,M,,Not Provided
2543,04092021869,FOOD LION #757 PRODUCE,1100-122 RALEIGH BLVD ,,RALEIGH,NC,27610,(919) 829-7077,2015/08/19 00:00:00+00,2 - Food Stands,-78.61144572,35.79422701,M,,Not Provided
2544,04092021871,STEVE'S MINI MART,807 W GARNER RD ,,GARNER,NC,27529,(919) 779-7713,2015/09/03 00:00:00+00,2 - Food Stands,-78.61343283,35.7108041,M,,Not Provided
2545,04092021872,FOOD LION #2198 PRODUCE,8745 HOLLY SPRINGS RD ,,CARY,NC,27539,(919) 362-1738,2015/09/09 00:00:00+00,2 - Food Stands,-78.77345985,35.69264269,M,,Not Provided
2546,04092021873,FOOD LION #1514 MEAT/SEAFOOD,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015/08/31 00:00:00+00,2 - Food Stands,-78.81120592,35.8045755,M,,Not Provided
2547,04092021876,FOOD LION #2196 PRODUCE,3609 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4195,2015/09/16 00:00:00+00,2 - Food Stands,-78.84918557,35.8221795,M,,Not Provided
2548,04092021878,FOOD LION #247 PRODUCE,4510 CAPITAL BLVD ,,RALEIGH,NC,28145,(919) 876-8126,2015/09/18 00:00:00+00,2 - Food Stands,-78.57896431,35.84571465,M,,Not Provided
2549,04092021877,FOOD LION #1557 PRODUCE,4827 GROVE BARTON RD ,,RALEIGH,NC,27613,(919) 781-4437,2015/09/17 00:00:00+00,2 - Food Stands,-78.71753987,35.86797291,M,,Not Provided
2550,04092021880,FOOD LION #341 PRODUCE,114 WAKELON ST ,,ZEBULON,NC,27597,(919) 269-6122,2015/09/16 00:00:00+00,2 - Food Stands,-78.31858232,35.83228581,M,,Not Provided
2551,04092021879,FOOD LION #1358 PRODUCE,1121 FALLS RIVER AVE ,,RALEIGH,NC,27614,(919) 847-1640,2015/09/18 00:00:00+00,2 - Food Stands,-78.58941115,35.90603231,M,,Not Provided
2552,04092021881,FOOD LION #1589 PRODUCE,3417 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 577-0555,2015/09/15 00:00:00+00,2 - Food Stands,-78.72590996,35.6251507,M,,Not Provided
2553,04092021883,RALEIGH STEAK ESCAPE,4325 GLENWOOD AVE ,UNIT 2052,RALEIGH,NC,27511,(919) 786-0404,2015/09/30 00:00:00+00,2 - Food Stands,-78.68184647,35.84183507,M,,Not Provided
2554,04092021887,FOOD LION #1459 PRODUCE,1508 BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 577-1000,2015/09/25 00:00:00+00,2 - Food Stands,-78.80247593,35.60486538,M,,Not Provided
2555,04092021888,LOWES FOODS #191 BEEF SHOP,9600 STRICKLAND RD ,,RALEIGH,NC,27615,(919) 847-5661,2015/10/02 00:00:00+00,2 - Food Stands,-78.65568512,35.90277372,M,,Not Provided
2556,04092021889,FOOD LION #2504 PRODUCE,1030-125 N ROGERS LN ,,RALEIGH,NC,27610,(919) 792-0321,2015/10/06 00:00:00+00,2 - Food Stands,-78.54837151,35.79167791,M,,Not Provided
2557,04092021891,FOOD LION #669 PRODUCE,405 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 554-4018,2015/10/14 00:00:00+00,2 - Food Stands,-78.46472452,35.91730947,M,,Not Provided
2558,04092021890,FOOD LION #1496 PRODUCE,1777 W WILLIAMS ST ,,APEX,NC,27502,(919) 362-1986,2015/10/09 00:00:00+00,2 - Food Stands,-78.87770732,35.75964659,M,,Not Provided
2559,04092021892,FOOD LION #815 PRODUCE,2837 WENDELL BLVD ,,WENDELL,NC,27591,(919) 365-3002,2015/10/21 00:00:00+00,2 - Food Stands,-78.38037272,35.79568491,M,,Not Provided
2560,04092021893,FOOD LION #1654 PRODUCE,7440 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 875-1394,2015/10/21 00:00:00+00,2 - Food Stands,-78.53977075,35.87454257,M,,Not Provided
2561,04092021896,FOOD LION #1481 PRODUCE,7713 LEAD MINE RD ,,RALEIGH,NC,27615,(919) 518-1607,2015/10/21 00:00:00+00,2 - Food Stands,-78.6604412,35.88617756,M,,Not Provided
2562,04092021894,FOOD LION #2534 PRODUCE,13200 NEW FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 562-8912,2015/10/21 00:00:00+00,2 - Food Stands,-78.55982173,35.94075522,M,,Not Provided
2563,04092021899,FOOD LION #193 PRODUCE,5633 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 781-0597,2015/10/22 00:00:00+00,2 - Food Stands,-78.68200654,35.85879308,M,,Not Provided
2564,04092021897,FOOD LION #1482 PRODUCE,5426 SIX FORKS RD ,,RALEIGH,NC,27609,(919) 676-3386,2015/10/22 00:00:00+00,2 - Food Stands,-78.64059755,35.85499399,M,,Not Provided
2565,04092021900,FOOD LION #90 PRODUCE,4317 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 872-5376,2015/10/22 00:00:00+00,2 - Food Stands,-78.61339405,35.84096299,M,,Not Provided
2566,04092021901,FOOD LION #723 PRODUCE,7053 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 266-5164,2015/10/27 00:00:00+00,2 - Food Stands,-78.49003668,35.79982416,M,,Not Provided
2567,04092021904,FOOD LION #1454 PRODUCE,3415 AVENT FERRY RD ,,RALEIGH,NC,27607,(919) 858-9772,2015/10/28 00:00:00+00,2 - Food Stands,-78.69720796,35.76626192,M,,Not Provided
2568,04092021903,FOOD LION #40 PRODUCE,980 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 467-4168,2015/10/29 00:00:00+00,2 - Food Stands,-78.78312327,35.77217526,M,,Not Provided
2569,04092021905,FOOD LION #649 PRODUCE,2720 LAKE WHEELER RD ,,RALEIGH,NC,27603,(919) 755-3856,2015/10/29 00:00:00+00,2 - Food Stands,-78.68034205,35.74406085,M,,Not Provided
2570,04092021906,FOOD LION #1484 PRODUCE,2420 WYCLIFF RD ,,RALEIGH,NC,27607,(919) 571-3638,2015/10/29 00:00:00+00,2 - Food Stands,-78.69299571,35.81676957,M,,Not Provided
2571,04092021907,CIRCLE K #2723633,2105 TEN TEN RD ,,APEX,NC,27539,(919) 387-3800,2015/10/13 00:00:00+00,2 - Food Stands,-78.819009,35.7216782,M,,Not Provided
2572,04092021908,FOOD LION #1514 PRODUCE,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015/11/06 00:00:00+00,2 - Food Stands,-78.81120592,35.8045755,M,,Not Provided
2573,04092021909,FOOD LION #1338 PRODUCE,620 LAURA DUNCAN RD ,,APEX,NC,27502,(919) 362-3904,2015/11/02 00:00:00+00,2 - Food Stands,-78.84201291,35.73510393,M,,Not Provided
2574,04092021910,FOOD LION #1259 PRODUCE,3685 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 231-7294,2015/11/04 00:00:00+00,2 - Food Stands,-78.57924099,35.79885208,M,,Not Provided
2575,04092021912,FOOD LION #1079 PRODUCE,5621 LOUISBURG RD ,,RALEIGH,NC,27616,(919) 981-0402,2015/11/18 00:00:00+00,2 - Food Stands,-78.55796941,35.85459908,M,,Not Provided
2576,04092021911,LOWES FOOD #239 MEAT   SEAFOOD,932 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 740-0564,2015/11/03 00:00:00+00,2 - Food Stands,-78.49517643,35.96733271,M,,Not Provided
2577,04092021914,FOOD LION #996 PRODUCE,7971 FAYETTEVILLE RD ,,RALEIGH,NC,27603,(919) 772-0317,2015/11/12 00:00:00+00,2 - Food Stands,-78.6974243,35.66508436,M,,Not Provided
2578,04092021913,FOOD LION #727 PRODUCE,900 NE MAYNARD RD ,,CARY,NC,27513,(919) 460-6274,2015/11/18 00:00:00+00,2 - Food Stands,-78.76838418,35.80043542,M,,Not Provided
2579,04092021916,FOOD LION #561 PRODUCE,217 TIMBER DR ,,GARNER,NC,27529,(919) 779-5551,2015/11/12 00:00:00+00,2 - Food Stands,-78.60613274,35.68500311,M,,Not Provided
2580,04092021915,FOOD LION #2638 PRODUCE,6209 ROCK QUARRY RD ,,RALEIGH,NC,27610,(919) 722-5894,2015/11/12 00:00:00+00,2 - Food Stands,-78.54796209,35.72312635,M,,Not Provided
2581,04092021918,FOOD LION #75 PRODUCE,1339 5TH AVE ,,GARNER,NC,27529,(919) 779-0770,2015/12/08 00:00:00+00,2 - Food Stands,-78.62278391,35.70821235,M,,Not Provided
2582,04092021917,FOOD LION #1669 PRODUCE,1601 CROSS LINK RD ,,RALEIGH,NC,27610,(919) 807-1397,2015/10/29 00:00:00+00,2 - Food Stands,-78.6148089,35.7548246,M,,Not Provided
2583,04092021921,FOOD LION #1573 PRODUCE,3926 WESTERN BLVD ,,RALEIGH,NC,27607,(919) 664-8059,2015/12/15 00:00:00+00,2 - Food Stands,-78.69252396,35.78575692,M,,Not Provided
2584,04092021920,THAI BISTRO,4325-2039 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 771-7933,2015/12/01 00:00:00+00,2 - Food Stands,-78.68184647,35.84183507,M,,Not Provided
2585,04092021925,FOOD LION #816 PRODUCE,2861 JONES FRANKLIN RD ,,RALEIGH,NC,27606,(919) 233-9708,2015/12/09 00:00:00+00,2 - Food Stands,-78.7377362,35.74360868,M,,Not Provided
2586,04092021924,FOOD LION #624 PRODUCE,2458 SW CARY PKY ,,CARY,NC,27513,(919) 481-0052,2015/12/09 00:00:00+00,2 - Food Stands,-78.82085568,35.76364284,M,,Not Provided
2587,04092021926,CIRCLE K #2703126,3220 POOLE RD ,,RALEIGH,NC,27610,,2016/01/05 00:00:00+00,2 - Food Stands,-78.5840634,35.77093426,M,,Not Provided
2588,04092021928,CIRCLE K #2723302,1414  E WILLIAMS ST ,,APEX,NC,27539,(919) 362-5131,2016/02/25 00:00:00+00,2 - Food Stands,-78.839318,35.71149694,M,,Not Provided
2589,04092021737,HUSTLE HOUSE,200 SOCCER PARK DR ,,CARY,NC,27511,(919) 452-8931,2013/02/20 00:00:00+00,2 - Food Stands,-78.75415418,35.78747322,M,,Not Provided
2590,04092021931,CIRCLE K   #0846,1800 LAURA DUNCAN RD ,,APEX,NC,27523-1564,(919) 387-7984,2016/02/29 00:00:00+00,2 - Food Stands,-78.83458892,35.74814719,M,,Not Provided
2591,04092021932,CIRCLE K #2720850,100 FACTORY SHOPS RD ,,MORRISVILLE,NC,27560-8402,(919) 467-6009,2016/02/29 00:00:00+00,2 - Food Stands,-78.81773499,35.86082633,M,,Not Provided
2592,04092021933,CIRCLE K #3795,1410 W WILLIAMS  ST ,,APEX,NC,27523,(919) 363-4582,2016/02/24 00:00:00+00,2 - Food Stands,-78.87632948,35.75184494,M,,Not Provided
2593,04092021934,CIRCLE K #2720457,705 E WILLIAMS ST ,,APEX,NC,27502,(919) 362-1164,2016/02/24 00:00:00+00,2 - Food Stands,-78.84527667,35.72350511,M,,Not Provided
2594,04092021936,CIRCLE K #3146,1720  N MAIN ST ,,FUQUAY-VARINA,NC,27526,,2016/02/25 00:00:00+00,2 - Food Stands,-78.75810704,35.59678271,M,,Not Provided
2595,04092021937,CIRCLE K #3886,3610 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 388-8805,2016/02/29 00:00:00+00,2 - Food Stands,-78.84778232,35.82317791,M,,Not Provided
2596,04092021938,CIRCLE K #3797,302 E WILLIAMS ST ,,APEX,NC,27502,(919) 387-3947,2016/02/24 00:00:00+00,2 - Food Stands,-78.85120974,35.72585219,M,,Not Provided
2597,04092021941,CIRCLE K #2720916,3721 TRYON RD ,,RALEIGH,NC,27606,(919) 838-1456,2016/02/12 00:00:00+00,2 - Food Stands,-78.70153321,35.74776919,M,,Not Provided
2598,04092021942,CIRCLE K #2720320,3289 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 851-4889,2016/02/12 00:00:00+00,2 - Food Stands,-78.69673487,35.76720018,M,,Not Provided
2599,04092021943,CIRCLE K #2720823,5801  TRYON  RD ,,CARY,NC,27518,(919) 859-5800,2016/02/17 00:00:00+00,2 - Food Stands,-78.73858469,35.74523768,M,,Not Provided
2600,04092021929,CIRCLE  K #3488,1032 N HARRISON  AVE ,,CARY,NC,27513,(919) 468-9848,2016/02/26 00:00:00+00,2 - Food Stands,-78.78236218,35.80446001,M,,Not Provided
2601,04092021946,CIRCLE K #2723475,3741 CAPITAL BLVD ,,RALEIGH,NC,27604-3329,(919) 875-0098,2016/02/22 00:00:00+00,2 - Food Stands,-78.58499725,35.83184633,M,,Not Provided
2602,04092021947,HARRIS TEETER #331 STARBUCKS,3430 TEN TEN RD ,,CARY,NC,27518,(391) 938-8272,2016/02/26 00:00:00+00,2 - Food Stands,-78.79278394,35.70189503,M,,Not Provided
2603,04092021948,CIRCLE K #23118,919 DURHAM RD ,,WAKE FOREST,NC,27587,(919) 562-7823,2016/03/02 00:00:00+00,2 - Food Stands,-78.5418934,35.97777079,M,,Not Provided
2604,04092021949,CIRCLE K#2723100,6317 CREEDMOOR RD ,,RALEIGH,NC,27612-6709,(919) 870-1108,2016/03/16 00:00:00+00,2 - Food Stands,-78.68016187,35.87266015,M,,Not Provided
2605,04092021950,CIRCLE K #2720869,8500 HARPS MILL RD ,,RALEIGH,NC,27615-3834,(919) 872-0614,2016/03/16 00:00:00+00,2 - Food Stands,-78.60165406,35.89132581,M,,Not Provided
2606,04092021951,CIRCLE K #2723098,4302 WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 878-0864,2016/03/18 00:00:00+00,2 - Food Stands,-78.61109447,35.83928907,M,,Not Provided
2607,04092021952,COSTCO WHOLESALE #1206 MEAT,1021 PINE PLAZA DR ,,APEX,NC,27523,(919) 331-6035,2016/03/14 00:00:00+00,2 - Food Stands,-78.82726692,35.74641768,M,,Not Provided
2608,04092021953,COSTCO WHOLESALE #1206 ROTISSERIE/DELI,1021 PINE PLAZA DR ,,APEX,NC,27523,(919) 331-6035,2016/03/14 00:00:00+00,2 - Food Stands,-78.82726692,35.74641768,M,,Not Provided
2609,04092021954,EDIBLE ARRANGEMENTS #365-CARY,207 CROSSROADS BLVD ,,CARY,NC,27511,(919) 851-7065,2016/04/15 00:00:00+00,2 - Food Stands,-78.73871469,35.76064643,M,,Not Provided
2610,04092021959,LAS CAROLINAS GROCERY   GRILL,4905 GUY RD ,,CLAYTON,NC,27520,(919) 359-0089,2016/05/17 00:00:00+00,2 - Food Stands,-78.52179293,35.67702752,M,,Not Provided
2611,04092021961,PUBLIX #1520 MEAT/SEAFOOD,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 00:00:00+00,2 - Food Stands,-78.79652285,35.70711427,M,,Not Provided
2612,04092021962,PUBLIX #1520 PRODUCE,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 00:00:00+00,2 - Food Stands,-78.79652285,35.70711427,M,,Not Provided
2613,04092021963,PUBLIX #1520 DELI,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016/05/23 00:00:00+00,2 - Food Stands,-78.79652285,35.70711427,M,,Not Provided
2614,04092021966,SPEEDWAY #8291,100 BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 557-9480,2016/05/19 00:00:00+00,2 - Food Stands,-78.80041018,35.59818721,M,,Not Provided
2615,04092021969,SPEEDWAY #6989,10920 CREEDMOOR RD ,,RALEIGH,NC,27615,(919) 870-6057,2016/07/28 00:00:00+00,2 - Food Stands,-78.68548187,35.94189797,M,,Not Provided
2616,04092021970,CIRCLE K #2723303,2506 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 743-0128,2016/08/23 00:00:00+00,2 - Food Stands,-78.64945056,35.74978334,M,,Not Provided
2617,04092021971,SAM'S CLUB #6976 ROTISSERIE,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/22 00:00:00+00,2 - Food Stands,-78.53862825,35.9567568,M,,Not Provided
2618,04092021973,SAM'S CLUB #6976 DELI,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/22 00:00:00+00,2 - Food Stands,-78.53862825,35.9567568,M,,Not Provided
2619,04092021974,PUBLIX #1514 PRODUCE,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 00:00:00+00,2 - Food Stands,-78.50759601,35.94610971,M,,Not Provided
2620,04092021975,PUBLIX #1514 SEAFOOD,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 00:00:00+00,2 - Food Stands,-78.50759601,35.94610971,M,,Not Provided
2621,04092021977,SPEEDWAY #6962,4020 JONES SAUSAGE RD ,,GARNER,NC,27529,(919) 662-4020,2016/09/07 00:00:00+00,2 - Food Stands,-78.58123958,35.72578018,M,,Not Provided
2622,04092021980,CIRCLE K #2720816,1807 N HARRISON AVE ,,CARY,NC,27513,(919) 677-1808,2016/09/30 00:00:00+00,2 - Food Stands,-78.76848368,35.83028025,M,,Not Provided
2623,04092021944,CIRCLE K #2720914,1001 SE CARY PKY ,,CARY,NC,27518,(919) 851-6683,2016/02/17 00:00:00+00,2 - Food Stands,-78.76310602,35.74508543,M,,Not Provided
2624,04092021981,SMOOTHIE KING #1358,4120-110 MAIN AT NORTH HILLS ST ,,RALEIGH,NC,27609,(984) 269-7823,2016/09/27 00:00:00+00,2 - Food Stands,-78.64297679,35.83719099,M,,Not Provided
2625,04092021982,SANGAM CAFE,10300 CHAPEL HILL RD ,SUITE 600/700,MORRISVILLE,NC,27560,(919) 460-4300,2016/09/30 00:00:00+00,2 - Food Stands,-78.82715883,35.83264725,M,,Not Provided
2626,04092021987,SGD TOFU HOUSE,1961 HIGH HOUSE RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,2 - Food Stands,-78.84865558,35.78922067,M,,Not Provided
2627,04092021992,H MART KANGNAM TOWN,1961 HIGH HOUSE RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,2 - Food Stands,-78.84865558,35.78922067,M,,Not Provided
2628,04092021993,H MART DON-DON,1961 HIGH HOUSE RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,2 - Food Stands,-78.84865558,35.78922067,M,,Not Provided
2629,04092021996,H MART MEAT DEPARTMENT,1961 HIGH HOUSE RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,2 - Food Stands,-78.84865558,35.78922067,M,,Not Provided
2630,04092021995,H MART PRODUCE DEPARTMENT,1961 HIGH HOUSE RD ,,RALEIGH,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,2 - Food Stands,-78.84963768,35.79021108,M,,Not Provided
2631,04092021994,H MART RTC DEPARTMENT,1961 HIGH HOUSE RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,2 - Food Stands,-78.84865558,35.78922067,M,,Not Provided
2632,04092021997,H MART SEAFOOD DEPARTMENT,1961 HIGH HOUSE RD ,,CARY,NC,27519,(919) 535-5900,2016/12/22 00:00:00+00,2 - Food Stands,-78.84865558,35.78922067,M,,Not Provided
2633,04092022003,POSH NOSH CATERING,1053 E WHITAKER MILL RD ,SUITE 135,RALEIGH,NC,27604,(919) 839-6004,2017/02/15 00:00:00+00,2 - Food Stands,-78.62123948,35.80873266,M,,Not Provided
2634,04092022004,PUBLIX #1544 DELI,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017/02/06 00:00:00+00,2 - Food Stands,-78.89379364,35.73782353,M,,Not Provided
2635,04092022005,PUBLIX #1544 PRODUCE,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017/02/06 00:00:00+00,2 - Food Stands,-78.89379364,35.73782353,M,,Not Provided
2636,04092022006,PUBLIX #1544 SEAFOOD,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017/02/06 00:00:00+00,2 - Food Stands,-78.89379364,35.73782353,M,,Not Provided
2637,04092022007,PUBLIX #1544 MEATS,1441 KELLY RD ,,APEX,NC,27502,(919) 303-6200,2017/02/06 00:00:00+00,2 - Food Stands,-78.89379364,35.73782353,M,,Not Provided
2638,04092022009,LA BONITA DELI,836-110 E CHATHAM ST ,,CARY,NC,27511,(919) 650-3161,2017/03/02 00:00:00+00,2 - Food Stands,-78.76088327,35.79050976,M,,Not Provided
2639,04092022011,SPROUTS #540 DELI,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017/03/14 00:00:00+00,2 - Food Stands,-78.60287339,35.90144197,M,,Not Provided
2640,04092022014,HARRIS TEETER #298 STARBUCKS,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2017/05/16 00:00:00+00,2 - Food Stands,-78.90107972,35.82060442,M,,Not Provided
2641,04092022016,CHILD CARE SERVICES ASSOCIATION,1305 GLENWOOD AVE ,,RALEIGH,NC,27605,(919) 754-3651,2017/05/30 00:00:00+00,2 - Food Stands,-78.64721663,35.79544092,M,,Not Provided
2642,04092022019,HARRIS TEETER #304 STARBUCKS,4221 CORNERS PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 00:00:00+00,2 - Food Stands,-78.78791959,35.9189124,M,,Not Provided
2643,04092022020,HARRIS TEETER #304 MEAT/SEAFOOD,4221 CORNERS PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 00:00:00+00,2 - Food Stands,-78.78791959,35.9189124,M,,Not Provided
2644,04092022021,HARRIS TEETER #304 PRODUCE,4221 CORNERS PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 00:00:00+00,2 - Food Stands,-78.78791959,35.9189124,M,,Not Provided
2645,04092022022,HARRIS TEETER #304 DELI/BAKERY,4221 CORNERS PKY ,,RALEIGH,NC,27616,(919) 596-5399,2017/07/13 00:00:00+00,2 - Food Stands,-78.78791959,35.9189124,M,,Not Provided
2646,04092022023,HUGO'S KITCHEN,9910 SELLONA ST ,,RALEIGH,NC,27617,(919) 361-8399,2017/07/13 00:00:00+00,2 - Food Stands,-78.80849616,35.90144282,M,,Not Provided
2647,04092022030,AUNTIE ANNE'S NC #111,5959 TRIANGLE TOWN BLVD ,STE EU-2133,RALEIGH,NC,27616,(919) 792-2548,2017/08/30 00:00:00+00,2 - Food Stands,-78.576038,35.86600165,M,,Not Provided
2648,04092022031,CARVEL,5959 TRIANGLE TOWN BLVD ,,RALEIGH,NC,27616,(919) 449-0072,2017/08/30 00:00:00+00,2 - Food Stands,-78.576038,35.86600165,M,,Not Provided
2649,04092022032,THE POOLSIDE GRILL,275 CONVENTION DR ,,CARY,NC,27511,(919) 459-4045,2017/09/11 00:00:00+00,2 - Food Stands,-78.75428728,35.77648584,M,,Not Provided
2650,04092022521,YOHO @ MSFH,411 W MORGAN ST,,RALEIGH,NC,27603,(919) 673-8350,2019/04/10 00:00:00+00,2 - Food Stands,-78.6456934,35.77945659,M,,Not Provided
